1	20	6	264	488	832	194.117647
2	10	3	129	238	405	188.888889
3	7	2	8	15	25	18.000000
4	11	4	82	151	257	106.500000
5	8	3	72	132	226	140.142857
6	7	2	8	15	25	18.000000
7	8	3	20	37	63	39.000000
8	19	6	160	297	506	125.857143
9	8	3	95	175	299	185.714286
10	7	2	8	15	25	18.000000
11	7	2	8	15	25	18.000000
12	7	2	8	15	25	18.000000
13	7	2	8	15	25	18.000000
14	17	6	123	228	388	103.400000
15	19	6	246	456	777	193.333333
16	7	2	8	15	25	18.000000
17	7	2	8	15	25	18.000000
18	7	2	8	15	25	18.500000
19	10	3	129	238	405	188.888889
20	10	3	129	238	405	188.888889
21	9	3	72	134	228	121.375000
22	7	2	8	15	25	18.000000
23	16	5	110	203	347	99.428571
24	8	3	87	161	275	170.571429
25	7	2	8	15	25	18.000000
26	8	3	11	21	35	21.285714
27	31	10	317	588	1002	149.600000
28	8	3	66	121	206	128.000000
29	7	2	8	15	25	18.000000
30	31	10	279	517	882	131.666667
31	7	2	8	15	25	18.000000
32	8	3	61	113	193	119.857143
33	7	2	8	15	25	18.000000
34	7	2	8	15	25	18.000000
35	19	6	66	122	207	51.500000
36	11	4	145	269	458	190.000000
37	10	3	126	234	398	185.714286
38	19	6	177	328	559	138.937500
39	10	3	34	63	107	49.777778
40	7	2	8	15	25	18.000000
41	7	2	26	48	81	60.333333
42	7	2	8	15	25	18.000000
43	10	3	116	215	366	170.555556
44	7	2	8	15	25	18.000000
45	7	2	8	15	25	18.000000
46	8	3	35	64	110	67.857143
47	16	5	205	379	647	185.714286
48	7	2	40	75	127	94.333333
49	8	3	82	151	257	159.857143
50	20	6	121	224	382	89.111111
51	10	3	66	121	206	96.111111
52	10	3	129	238	405	188.888889
53	9	3	112	207	352	187.500000
54	7	2	8	15	25	18.000000
55	7	2	8	15	25	18.000000
56	11	4	19	35	60	24.700000
57	9	3	42	77	130	69.250000
58	9	3	112	207	352	187.500000
59	10	3	128	236	402	187.500000
60	10	3	129	238	405	188.888889
61	19	6	172	319	544	135.312500
62	7	2	8	15	25	18.000000
63	7	2	8	15	25	18.000000
64	8	3	57	105	179	111.000000
65	7	2	8	15	25	18.000000
66	7	2	8	15	25	18.000000
67	7	2	8	15	25	18.000000
68	7	2	8	15	25	18.000000
69	9	3	101	187	319	169.750000
70	7	2	8	15	25	18.000000
71	16	5	142	263	449	128.857143
72	11	4	129	238	406	168.300000
73	19	6	56	103	175	43.500000
74	7	2	78	144	246	183.333333
75	8	3	95	175	299	185.714286
76	7	2	8	15	25	18.000000
77	7	2	8	15	25	18.000000
78	9	3	67	123	210	111.500000
79	9	3	112	207	352	187.500000
80	9	3	112	207	352	187.500000
81	7	2	8	15	25	18.000000
82	7	2	8	15	25	18.000000
83	10	3	109	201	343	159.666667
84	20	6	157	290	494	115.176471
85	20	6	264	488	832	194.117647
86	7	2	8	15	25	18.000000
87	7	2	8	15	25	18.000000
88	27	8	244	451	769	130.357143
89	7	2	48	89	152	113.000000
90	7	2	8	15	25	18.000000
91	7	2	72	134	228	169.833333
92	7	2	78	144	246	183.333333
93	7	2	8	15	25	18.000000
94	9	3	102	188	321	170.750000
95	10	3	129	238	405	188.888889
96	7	2	8	15	25	18.000000
97	7	2	8	15	25	18.000000
98	8	3	18	32	55	33.857143
99	10	3	16	28	48	22.222222
100	26	8	258	478	815	144.863636
