1	4	2	37	69	117	144.500
2	2	1	6	10	17	63.000
3	5	2	58	106	181	168.600
4	4	2	26	47	80	99.000
5	4	2	45	83	141	175.000
6	17	6	91	168	287	76.333
7	5	2	62	114	193	180.000
8	5	2	33	61	104	96.600
9	13	4	93	171	291	108.636
10	8	3	95	175	299	185.714
11	10	3	129	238	405	188.889
12	10	3	129	238	405	188.889
13	17	6	228	422	719	191.667
14	16	5	153	283	482	138.357
15	2	1	6	10	17	63.000
16	5	2	62	114	193	180.000
17	5	2	62	114	193	180.000
18	7	2	47	87	149	110.833
19	2	1	6	11	19	70.000
20	2	1	6	10	17	63.000
21	2	1	6	10	17	63.000
22	5	2	22	40	69	63.600
23	4	2	45	83	141	175.000
24	7	2	53	98	168	124.833
25	2	1	6	10	17	63.000
