1	4	3	56	104	177	144.500
2	2	1	9	16	26	63.000
3	5	4	87	161	275	168.600
4	4	3	39	71	121	99.000
5	4	3	68	126	214	175.000
6	17	14	138	256	436	76.333
7	5	4	93	172	294	180.000
8	5	4	50	93	158	96.600
9	13	10	140	260	443	108.636
10	8	6	144	266	454	185.714
11	10	8	195	361	616	188.889
12	10	8	195	361	616	188.889
13	17	14	346	641	1093	191.667
14	16	13	232	430	733	138.357
15	2	1	9	16	26	63.000
16	5	4	93	172	294	180.000
17	5	4	93	172	294	180.000
18	7	5	72	133	226	110.833
19	2	1	10	17	29	70.000
20	2	1	9	16	26	63.000
21	2	1	9	16	26	63.000
22	5	4	33	61	104	63.600
23	4	3	68	126	214	175.000
24	7	5	81	149	255	124.833
25	2	1	9	16	26	63.000
