1	17	14	211	391	666	116.714286
2	7	5	15	28	47	23.000000
3	7	5	15	28	47	23.000000
4	7	5	15	28	47	23.000000
5	7	5	15	28	47	23.000000
6	10	8	37	68	116	35.444444
7	7	5	15	28	47	23.000000
8	7	5	15	28	47	23.000000
9	11	9	137	254	433	118.000000
10	11	9	137	254	433	118.000000
11	7	5	15	28	47	23.000000
12	10	8	26	48	82	24.888889
13	7	5	15	28	47	23.000000
14	10	8	94	173	295	90.333333
15	10	8	118	218	372	114.000000
16	7	5	15	28	47	23.000000
17	10	8	41	76	129	39.333333
18	7	5	15	28	47	23.000000
19	7	5	15	28	47	23.000000
20	10	8	51	94	160	49.000000
21	7	5	15	28	47	23.000000
22	7	5	15	28	47	23.000000
23	7	5	15	28	47	23.000000
24	21	17	53	97	165	23.800000
25	38	30	405	750	1280	101.315789
26	41	33	314	581	992	71.578947
27	20	16	266	493	840	128.888889
28	20	16	266	493	840	128.888889
29	7	5	15	28	47	23.000000
30	7	5	15	28	47	23.000000
31	7	5	29	53	90	44.166667
32	7	5	119	219	374	183.333333
33	7	5	15	28	47	23.000000
34	7	5	15	28	47	23.000000
35	7	5	15	28	47	23.000000
36	7	5	15	28	47	23.000000
37	7	5	15	28	47	23.000000
38	10	8	117	216	368	112.888889
39	10	8	133	247	420	128.888889
40	31	25	461	854	1456	143.000000
41	17	14	167	309	527	92.333333
42	7	5	15	28	47	23.000000
43	7	5	15	28	47	23.000000
44	14	11	70	129	219	48.750000
45	14	11	145	267	456	101.666667
46	16	13	92	170	289	54.555556
47	7	5	15	28	47	23.000000
48	7	5	15	28	47	23.000000
49	7	5	15	28	47	23.000000
50	7	5	73	135	230	112.500000
51	11	9	84	155	264	71.900000
52	7	5	15	28	47	23.000000
53	7	5	15	28	47	23.000000
54	7	5	15	28	47	23.000000
55	14	11	144	265	453	100.916667
56	7	5	15	28	47	23.000000
57	10	8	133	247	420	128.888889
58	7	5	15	28	47	23.000000
59	20	16	134	248	423	64.777778
60	10	8	133	247	420	128.888889
61	7	5	15	28	47	23.000000
62	7	5	15	28	47	23.000000
63	7	5	15	28	47	23.000000
64	7	5	15	28	47	23.000000
65	7	5	15	28	47	23.000000
66	27	22	174	322	548	61.133333
67	7	5	15	28	47	23.000000
68	7	5	15	28	47	23.000000
69	27	22	170	315	538	59.944444
70	33	26	411	761	1298	118.000000
71	10	8	37	69	117	35.666667
72	7	5	15	28	47	23.000000
73	7	5	15	28	47	23.000000
74	10	8	31	57	98	29.777778
75	10	8	78	145	246	75.444444
76	20	16	266	493	840	128.888889
77	16	13	216	400	683	128.888889
78	7	5	15	28	47	23.000000
79	20	16	205	380	648	99.411765
80	8	6	29	53	90	36.571429
81	10	8	95	176	299	91.666667
82	16	13	199	368	628	118.500000
83	7	5	15	28	47	23.000000
84	7	5	15	28	47	23.000000
85	10	8	53	97	166	50.777778
86	10	8	133	247	420	128.888889
87	7	5	15	28	47	23.000000
88	7	5	15	28	47	23.000000
89	7	5	15	28	47	23.000000
90	7	5	15	28	47	23.000000
91	7	5	15	28	47	23.000000
92	7	5	15	28	47	23.000000
93	10	8	49	90	153	46.666667
94	10	8	56	103	175	53.666667
95	7	5	15	28	47	23.000000
96	10	8	83	154	263	80.444444
97	11	9	51	95	161	43.900000
98	7	5	15	28	47	23.000000
99	10	8	84	155	264	81.000000
100	7	5	119	219	374	183.333333
