1	182	145	950	1760	3003	48.823529
2	182	145	1123	2080	3548	57.692308
3	202	162	1600	2963	5055	73.878788
4	166	133	840	1556	2654	47.222222
5	166	133	840	1556	2654	47.222222
6	166	133	840	1556	2654	47.222222
7	166	133	840	1556	2654	47.222222
8	166	133	840	1556	2654	47.222222
9	166	133	840	1556	2654	47.222222
10	166	133	840	1556	2654	47.222222
11	166	133	840	1556	2654	47.222222
12	166	133	1630	3020	5152	91.666667
13	166	133	2292	4246	7244	128.888889
14	166	133	2292	4246	7244	128.888889
15	166	133	2292	4246	7244	128.888889
16	166	133	2292	4246	7244	128.888889
17	166	133	2292	4246	7244	128.888889
18	166	133	1616	2993	5106	90.840000
19	166	133	2846	5271	8992	160.000000
20	166	133	851	1575	2687	47.804878
21	166	133	1245	2307	3934	70.000000
22	137	110	623	1153	1967	42.365854
23	137	110	890	1649	2813	60.583333
24	137	110	646	1196	2039	43.916667
25	164	131	619	1147	1956	35.312500
26	164	131	677	1254	2139	38.614286
27	164	131	596	1104	1884	34.000000
28	182	145	662	1226	2091	34.000000
29	182	145	662	1226	2091	34.000000
30	182	145	803	1487	2537	41.243902
31	182	145	640	1185	2022	32.873563
32	164	131	594	1099	1875	33.847619
33	164	131	540	999	1705	30.769231
34	164	131	554	1027	1751	31.605263
35	164	131	502	929	1584	28.596491
36	182	145	557	1031	1759	28.596491
37	153	122	506	937	1598	30.888889
38	164	131	502	929	1584	28.596491
39	110	88	407	754	1286	34.698630
40	110	88	430	796	1357	36.610169
41	82	66	414	767	1308	47.222222
42	82	66	428	793	1353	48.823529
43	82	66	428	793	1353	48.823529
44	57	46	531	984	1678	87.666667
45	57	46	726	1344	2293	119.777778
46	57	46	387	717	1222	63.821429
47	57	46	609	1127	1923	100.434783
48	57	46	489	905	1543	80.586207
49	57	46	415	769	1312	68.518519
50	86	69	408	755	1287	44.500000
51	113	91	431	798	1362	35.555556
52	86	69	408	755	1287	44.500000
53	86	69	793	1469	2506	86.666667
54	86	69	682	1262	2153	74.444444
55	86	69	682	1262	2153	74.444444
56	104	83	383	710	1210	34.545455
57	131	105	1142	2115	3607	81.250000
58	149	120	1127	2087	3561	70.500000
59	130	104	1131	2095	3574	81.250000
60	130	104	1253	2321	3959	90.000000
61	130	104	961	1779	3035	69.000000
62	130	104	853	1580	2694	61.250000
63	130	104	899	1665	2839	64.545455
64	130	104	899	1665	2839	64.545455
65	130	104	790	1463	2495	56.724138
66	112	90	883	1635	2788	73.608696
67	112	90	1415	2620	4470	118.000000
68	112	90	1308	2422	4132	109.090909
69	112	90	365	676	1153	30.425532
70	112	90	365	676	1153	30.425532
71	112	90	365	676	1153	30.425532
72	131	105	867	1606	2740	61.714286
73	131	105	2248	4164	7103	160.000000
74	109	87	357	662	1128	30.769231
75	109	87	357	662	1128	30.769231
76	131	105	1399	2592	4421	99.590909
77	131	105	970	1796	3063	69.000000
78	131	105	970	1796	3063	69.000000
79	131	105	970	1796	3063	69.000000
80	131	105	970	1796	3063	69.000000
81	131	105	970	1796	3063	69.000000
82	159	127	728	1349	2301	42.790698
83	159	127	1261	2335	3983	74.088235
84	159	127	831	1539	2625	48.823529
85	159	127	831	1539	2625	48.823529
86	159	127	831	1539	2625	48.823529
87	159	127	831	1539	2625	48.823529
88	136	109	1243	2302	3927	85.333333
89	136	109	1243	2302	3927	85.333333
90	136	109	1243	2302	3927	85.333333
91	136	109	1243	2302	3927	85.333333
92	136	109	1243	2302	3927	85.333333
93	159	127	1157	2143	3656	68.000000
94	139	111	1204	2231	3806	81.250000
95	139	111	1204	2231	3806	81.250000
96	139	111	1204	2231	3806	81.250000
97	139	111	1204	2231	3806	81.250000
98	182	145	816	1512	2579	41.937500
99	182	145	950	1760	3003	48.823529
100	182	145	950	1760	3003	48.823529
