1	81	65	107	198	338	12.379310
2	565	452	407	754	1286	6.714286
3	844	675	895	1658	2829	9.878947
4	290	232	319	591	1008	10.270270
5	448	359	414	767	1308	8.607547
6	458	366	636	1177	2008	12.940639
7	331	265	287	531	906	8.086777
8	428	342	408	755	1288	8.879808
9	109	87	261	483	824	22.475000
10	563	451	728	1349	2300	12.042042
11	154	123	202	373	637	12.203540
12	435	348	440	815	1389	9.420000
13	256	205	445	824	1405	16.194444
14	221	177	377	698	1191	15.882353
15	398	318	446	825	1407	10.434343
16	292	234	511	946	1613	16.298969
17	350	280	480	888	1515	12.777778
18	487	389	412	762	1300	7.881250
19	419	336	513	950	1621	11.400943
20	279	223	444	822	1402	14.837349
21	243	194	414	766	1306	15.871921
22	375	300	632	1171	1998	15.720000
23	514	411	409	757	1290	7.400000
24	465	372	517	957	1632	10.351064
25	365	292	420	778	1327	10.718750
26	392	313	450	833	1420	10.691275
27	397	317	467	864	1474	10.964286
28	344	275	211	391	667	5.724638
29	657	526	736	1363	2325	10.434409
30	475	380	725	1342	2289	14.227139
