1	182	55	625	1158	1975	48.823529
2	182	55	739	1368	2333	57.692308
3	202	61	1052	1949	3324	73.878788
4	166	50	553	1023	1746	47.222222
5	166	50	553	1023	1746	47.222222
6	166	50	553	1023	1746	47.222222
7	166	50	553	1023	1746	47.222222
8	166	50	553	1023	1746	47.222222
9	166	50	553	1023	1746	47.222222
10	166	50	553	1023	1746	47.222222
11	166	50	553	1023	1746	47.222222
12	166	50	1072	1986	3388	91.666667
13	166	50	1508	2793	4764	128.888889
14	166	50	1508	2793	4764	128.888889
15	166	50	1508	2793	4764	128.888889
16	166	50	1508	2793	4764	128.888889
17	166	50	1508	2793	4764	128.888889
18	166	50	1063	1968	3358	90.840000
19	166	50	1871	3467	5913	160.000000
20	166	50	559	1036	1767	47.804878
21	166	50	819	1517	2587	70.000000
22	137	42	410	759	1294	42.365854
23	137	42	586	1085	1850	60.583333
24	137	42	425	786	1341	43.916667
25	164	49	407	754	1287	35.312500
26	164	49	445	825	1407	38.614286
27	164	49	392	726	1239	34.000000
28	182	55	436	806	1375	34.000000
29	182	55	436	806	1375	34.000000
30	182	55	528	978	1668	41.243902
31	182	55	421	780	1330	32.873563
32	164	49	391	723	1233	33.847619
33	164	49	355	657	1121	30.769231
34	164	49	365	675	1152	31.605263
35	164	49	330	611	1042	28.596491
36	182	55	366	678	1157	28.596491
37	153	46	333	616	1051	30.888889
38	164	49	330	611	1042	28.596491
39	110	33	268	496	846	34.698630
40	110	33	283	523	893	36.610169
41	82	25	273	505	860	47.222222
42	82	25	282	522	890	48.823529
43	82	25	282	522	890	48.823529
44	57	17	350	647	1104	87.666667
45	57	17	478	884	1508	119.777778
46	57	17	255	471	804	63.821429
47	57	17	400	742	1265	100.434783
48	57	17	321	595	1015	80.586207
49	57	17	273	506	863	68.518519
50	86	26	268	496	847	44.500000
51	113	34	284	525	896	35.555556
52	86	26	268	496	847	44.500000
53	86	26	522	966	1648	86.666667
54	86	26	448	830	1416	74.444444
55	86	26	448	830	1416	74.444444
56	104	31	252	467	796	34.545455
57	131	40	751	1391	2372	81.250000
58	149	45	741	1373	2342	70.500000
59	130	39	744	1378	2350	81.250000
60	130	39	824	1526	2603	90.000000
61	130	39	632	1170	1996	69.000000
62	130	39	561	1039	1772	61.250000
63	130	39	591	1095	1867	64.545455
64	130	39	591	1095	1867	64.545455
65	130	39	520	962	1641	56.724138
66	112	34	581	1075	1834	73.608696
67	112	34	930	1723	2939	118.000000
68	112	34	860	1593	2717	109.090909
69	112	34	240	445	758	30.425532
70	112	34	240	445	758	30.425532
71	112	34	240	445	758	30.425532
72	131	40	570	1056	1802	61.714286
73	131	40	1478	2738	4671	160.000000
74	109	33	235	435	742	30.769231
75	109	33	235	435	742	30.769231
76	131	40	920	1705	2908	99.590909
77	131	40	638	1181	2015	69.000000
78	131	40	638	1181	2015	69.000000
79	131	40	638	1181	2015	69.000000
80	131	40	638	1181	2015	69.000000
81	131	40	638	1181	2015	69.000000
82	159	48	479	887	1513	42.790698
83	159	48	829	1536	2619	74.088235
84	159	48	547	1012	1726	48.823529
85	159	48	547	1012	1726	48.823529
86	159	48	547	1012	1726	48.823529
87	159	48	547	1012	1726	48.823529
88	136	41	818	1514	2583	85.333333
89	136	41	818	1514	2583	85.333333
90	136	41	818	1514	2583	85.333333
91	136	41	818	1514	2583	85.333333
92	136	41	818	1514	2583	85.333333
93	159	48	761	1410	2404	68.000000
94	139	42	792	1467	2503	81.250000
95	139	42	792	1467	2503	81.250000
96	139	42	792	1467	2503	81.250000
97	139	42	792	1467	2503	81.250000
98	182	55	537	995	1696	41.937500
99	182	55	625	1158	1975	48.823529
100	182	55	625	1158	1975	48.823529
