1	4	3	19	35	60	48.666667
2	145	116	2022	3745	6389	130.729730
3	116	93	2215	4102	6998	178.983051
4	14	11	196	363	618	137.909091
5	115	92	1262	2337	3987	103.035714
6	52	42	661	1224	2087	119.172414
7	119	96	2113	3914	6676	165.581818
8	187	149	3984	7381	12592	199.471831
9	65	52	1298	2405	4103	186.545455
10	5	4	42	77	130	79.800000
11	88	71	759	1406	2398	80.644068
12	39	31	813	1505	2567	196.969697
13	122	97	1953	3618	6171	150.019608
14	117	94	2488	4608	7861	198.979592
15	34	27	549	1016	1733	151.965517
16	4	3	18	33	55	45.000000
17	91	73	829	1535	2618	85.704918
18	67	53	1211	2244	3827	170.857143
19	32	25	658	1219	2079	196.296296
20	40	32	655	1214	2070	154.029412
21	64	51	792	1467	2502	115.882353
22	52	42	1096	2030	3463	197.727273
23	107	86	1122	2078	3544	97.764706
24	33	26	337	625	1065	96.833333
25	89	72	1379	2555	4358	144.597015
26	32	25	535	990	1689	159.500000
27	69	55	336	622	1060	45.642857
28	82	66	1513	2803	4781	172.615385
29	135	108	1130	2093	3571	78.276923
30	21	17	304	563	960	138.555556
31	31	25	627	1161	1980	194.444444
32	4	3	18	33	55	45.000000
33	20	16	383	710	1210	185.666667
34	88	71	1215	2251	3839	129.125000
35	44	35	393	728	1241	84.625000
36	27	22	532	985	1680	187.500000
37	38	30	780	1445	2465	195.238095
38	118	95	1093	2025	3455	86.546392
39	27	22	541	1002	1710	190.782609
40	55	44	759	1405	2397	130.760870
41	51	41	1059	1962	3347	195.652174
42	109	87	2215	4102	6998	190.921569
43	117	94	1752	3245	5536	140.122449
44	128	102	2260	4186	7142	165.428571
45	40	32	481	891	1519	113.029412
46	4	3	18	33	55	45.000000
47	113	91	644	1192	2033	53.103448
48	80	64	1558	2886	4923	183.125000
49	67	53	1401	2596	4428	197.674419
50	101	81	2140	3964	6763	197.674419
51	136	109	2756	5106	8710	189.258929
52	50	40	326	604	1030	61.675676
53	44	35	570	1056	1802	122.875000
54	40	32	838	1553	2649	197.058824
55	94	75	890	1649	2812	88.516667
56	21	17	426	790	1347	194.444444
57	21	17	196	362	618	89.166667
58	117	94	2168	4016	6851	173.430769
59	49	39	898	1664	2838	174.219512
60	135	108	2480	4594	7837	171.819277
61	58	47	1217	2254	3845	196.666667
62	86	69	1385	2566	4377	151.357143
63	57	46	455	843	1437	75.062500
64	62	49	1298	2403	4100	197.368421
65	87	70	882	1633	2785	94.978261
66	67	53	1401	2595	4426	197.580645
67	45	36	649	1202	2050	136.000000
68	62	49	1298	2403	4100	197.368421
69	71	57	1205	2233	3808	158.477273
70	87	70	1180	2185	3728	127.109589
71	112	90	1121	2077	3542	93.521277
72	131	105	1634	3026	5162	116.279570
73	33	26	529	980	1671	151.933333
74	68	54	1167	2162	3687	161.666667
75	69	55	481	891	1519	65.411765
76	56	45	801	1483	2530	135.037037
77	73	58	1506	2790	4759	194.731707
78	4	3	18	33	55	45.000000
79	13	10	177	328	558	137.000000
80	65	52	1031	1909	3256	148.054545
81	61	49	1174	2175	3710	182.156250
82	49	39	1017	1884	3214	197.297297
83	117	94	1969	3646	6220	157.455696
84	103	82	2122	3930	6705	193.674419
85	99	79	2101	3892	6639	198.795181
86	113	91	2022	3745	6388	166.873016
87	80	64	677	1253	2137	79.500000
88	61	49	1059	1961	3346	164.285714
89	32	25	658	1219	2079	196.296296
90	55	44	821	1521	2594	141.526316
91	113	91	2289	4240	7233	188.938462
92	32	25	443	820	1398	131.962963
93	101	81	632	1171	1997	58.352941
94	80	64	1460	2705	4614	171.638889
95	63	50	384	710	1212	57.188679
96	52	42	417	772	1316	75.136364
97	67	53	956	1770	3020	134.794118
98	9	7	90	166	283	99.250000
99	76	61	855	1583	2701	105.250000
100	55	44	1145	2120	3616	197.297297
