1	81	65	633	1172	1998	73.224
2	85	68	673	1247	2127	74.583
3	16	13	151	280	477	90.000
4	32	25	277	513	875	82.550
5	55	44	534	990	1688	92.083
6	51	41	421	780	1329	77.700
7	35	28	656	1214	2071	175.333
8	43	34	482	893	1523	106.810
9	40	32	305	564	962	71.579
10	28	23	376	696	1187	126.722
11	22	18	1183	2192	3739	510.000
12	62	49	571	1057	1803	86.778
13	53	43	559	1036	1767	98.583
14	62	49	580	1074	1831	88.152
15	58	47	592	1096	1870	95.629
16	40	32	279	516	880	65.448
17	67	53	500	925	1578	70.421
18	29	24	524	970	1654	169.222
19	16	13	200	371	632	119.250
20	51	41	514	951	1623	94.833
21	43	34	477	883	1505	105.571
22	29	24	517	956	1631	166.857
23	55	44	367	679	1159	63.206
24	62	49	432	799	1363	65.622
25	29	24	523	969	1653	169.100
