1	227	182	675	1249	2131	27.680
2	212	169	850	1574	2685	37.452
3	170	136	599	1110	1894	32.967
4	160	128	399	740	1262	23.282
5	113	91	525	972	1658	43.303
6	148	119	535	991	1691	33.747
7	283	226	687	1273	2171	22.681
8	182	145	738	1368	2333	37.924
9	170	136	589	1091	1862	32.412
10	155	124	648	1200	2047	38.961
11	106	85	661	1224	2087	58.231
12	133	106	820	1519	2591	57.824
13	70	56	673	1247	2126	90.000
14	227	182	703	1302	2221	28.848
15	263	211	829	1536	2621	29.377
16	169	135	677	1253	2138	37.488
17	302	241	827	1531	2612	25.545
18	105	84	501	928	1583	44.671
19	137	110	484	896	1528	32.895
20	179	144	593	1099	1875	30.886
21	41	33	333	616	1050	75.824
22	70	56	281	520	887	37.543
23	267	214	990	1834	3129	34.599
24	262	210	903	1673	2854	32.144
25	155	124	591	1094	1867	35.521
