1	118	36	930	1723	2939	111.980
2	346	104	4457	8256	14084	182.609
3	172	52	2415	4474	7633	199.306
4	131	40	1179	2184	3725	127.591
5	193	58	2665	4936	8420	196.509
6	197	60	2446	4532	7731	176.012
7	226	68	3177	5885	10040	199.408
8	289	87	3405	6307	10759	167.398
9	214	65	2562	4746	8096	169.838
10	262	79	3633	6730	11481	196.653
11	225	68	3159	5853	9984	199.355
12	173	52	2432	4506	7686	199.310
13	147	44	1277	2366	4036	123.531
14	101	31	791	1465	2499	111.068
15	176	53	1929	3573	6096	155.891
16	194	58	2638	4886	8336	193.321
17	122	37	1442	2672	4558	168.488
18	101	31	791	1464	2497	111.000
19	159	48	1644	3046	5195	146.959
20	190	57	1791	3318	5660	133.752
21	151	46	2092	3875	6611	197.467
22	143	43	1387	2569	4383	137.509
23	134	40	1818	3368	5745	193.254
24	176	53	1869	3462	5905	151.020
25	195	59	1739	3222	5496	126.676
