1	1657	1325	930	1722	2938	5.226581
2	1724	1379	630	1166	1990	3.401224
3	1612	1290	611	1132	1931	3.528893
4	1877	1502	742	1374	2343	3.677892
5	1499	1200	573	1061	1810	3.557164
6	1556	1245	576	1067	1819	3.446211
7	1622	1297	636	1177	2008	3.648406
8	1561	1249	520	964	1643	3.103181
9	1502	1201	677	1254	2139	4.197861
10	1841	1473	791	1464	2498	3.997165
11	851	681	609	1128	1923	6.659607
12	1636	1309	779	1442	2460	4.430782
13	1768	1415	1002	1856	3166	5.276940
14	2025	1620	862	1597	2724	3.964789
15	1967	1574	742	1375	2345	3.512195
16	1378	1103	768	1423	2428	5.191489
17	1280	1024	601	1113	1898	4.371958
18	1347	1078	589	1092	1862	4.073739
19	1276	1021	757	1401	2390	5.519957
20	2151	1721	1017	1884	3214	4.403089
21	1424	1139	600	1111	1895	3.921651
22	1396	1117	613	1135	1936	4.086646
23	1269	1015	496	919	1568	3.641379
24	1305	1044	906	1678	2862	6.464286
25	1827	1462	1071	1984	3385	5.460470
26	1769	1416	700	1296	2211	3.682034
27	1151	921	561	1039	1773	4.537271
28	1049	840	689	1276	2177	6.114323
29	1319	1056	647	1197	2042	4.561837
30	1226	981	770	1426	2433	5.849429
